"","Name","TotalM","TotalF","Dif"
"1833","Urijah",2389,78,0.936765301986218
"1834","Kenlee",40,1226,0.936808846761453
"1835","Wm",2650,86,0.937134502923977
"1836","Tori",1104,34044,0.937179924889041
"1837","Genesis",1654,51048,0.937231983605935
"1838","Lexie",437,13514,0.937352161135403
"1839","Norris",16220,523,0.93752613032312
"1840","Raiden",4220,136,0.937557392102847
"1841","Masen",2299,74,0.937631689844079
"1842","Willy",3619,116,0.937884872824632
"1843","Rusty",17385,557,0.937911046706053
"1844","Terah",43,1345,0.938040345821326
"1845","Brion",2648,84,0.938506588579795
"1846","Cornell",10972,348,0.938515901060071
"1847","Roxy",102,3216,0.938517179023508
"1848","Drexel",1263,40,0.938603223330775
"1849","Kaycee",212,6726,0.93888728740271
"1850","Alex",261325,8216,0.93903710381723
"1851","Quan",1241,39,0.9390625
"1852","Tamir",1434,45,0.939148073022312
"1853","Perley",1020,32,0.939163498098859
"1854","Shawnee",120,3825,0.939163498098859
"1855","Arnette",33,1055,0.939338235294118
"1856","Markel",3884,121,0.939575530586767
"1857","Shaunta",37,1193,0.939837398373984
"1858","Essie",1212,39181,0.93998960215879
"1859","Delon",1231,38,0.940110323089046
"1860","Vergil",1816,56,0.94017094017094
"1861","Kiani",30,973,0.940179461615155
"1862","Bobby",312226,9618,0.940231913597892
"1863","Morrison",1204,37,0.940370668815471
"1864","Toney",6319,194,0.940426838630432
"1865","Kaylin",509,16583,0.940439971916686
"1866","Beckett",8082,248,0.940456182472989
"1867","Virgie",668,21788,0.940505878161739
"1868","Beverley",397,12960,0.940555513962716
"1869","Wally",4799,147,0.940558026688233
"1870","Bobbye",97,3171,0.940636474908201
"1871","Davon",12009,367,0.940691661279897
"1872","Murry",3078,94,0.940731399747793
"1873","Aden",16767,512,0.94073731118699
"1874","Kenzie",403,13201,0.940752719788298
"1875","Tahj",2392,73,0.940770791075051
"1876","Lucero",191,6267,0.940848559925674
"1877","Forest",14721,448,0.940932164282418
"1878","Pink",1089,33,0.941176470588235
"1879","Camron",13192,399,0.941284673681112
"1880","Kyndal",111,3690,0.941594317284925
"1881","Rand",2767,83,0.941754385964912
"1882","Gracyn",83,2768,0.941774815854086
"1883","Loni",108,3608,0.941872981700753
"1884","Judah",13553,405,0.941968763433157
"1885","Jeremi",1479,44,0.942219304005253
"1886","Lacey",1447,48842,0.942452623834238
"1887","Lamar",31952,942,0.942725117042622
"1888","Jariel",1324,39,0.942773294203962
"1889","Baker",1397,41,0.942976356050069
"1890","Erin",9071,309817,0.943108552218961
"1891","Tyshawn",4583,134,0.943184227263091
"1892","Nehemiah",12877,372,0.943844818476866
"1893","Elder",1804,52,0.943965517241379
"1894","Curran",1042,30,0.944029850746269
"1895","Caiden",14067,404,0.944164190449865
"1896","Rilynn",40,1393,0.94417306350314
"1897","Jesse",409678,11728,0.944338713734498
"1898","Chace",4270,122,0.944444444444444
"1899","Carlee",307,10769,0.944564824846515
"1900","Jerry",610379,17305,0.944860789824179
"1901","Terrel",2863,81,0.944972826086957
"1902","Davis",26376,746,0.944989307573188
"1903","Jaylon",8745,247,0.945062277580071
"1904","Cristin",120,4249,0.945067521171893
"1905","Talen",1564,44,0.945273631840796
"1906","Dylan",331731,9326,0.945311194316492
"1907","Jet",1710,48,0.945392491467577
"1908","Raylee",69,2461,0.945454545454546
"1909","Isadore",5568,156,0.945492662473794
"1910","Dessie",317,11332,0.945574727444416
"1911","Clyde",141202,3932,0.945815591108906
"1912","Jett",10145,282,0.945909657619641
"1913","Shanta",142,5111,0.945935655815724
"1914","Tyler",570641,15850,0.945949724718708
"1915","Sharman",28,1014,0.946257197696737
"1916","Tyran",2031,56,0.946334451365596
"1917","Hurley",2441,67,0.946570972886762
"1918","Carter",118361,3248,0.946582900936608
"1919","Tyreese",1798,49,0.9469409853817
"1920","Spencer",111948,3048,0.946989460502974
"1921","Amaris",159,5857,0.947140957446809
"1922","Chauncy",1216,33,0.947157726180945
"1923","Martinez",1071,29,0.947272727272727
"1924","Kali",541,19992,0.947304339356158
"1925","Rhea",408,15116,0.947436227776346
"1926","Jacques",8972,242,0.947471239418276
"1927","Lani",172,6382,0.947512969179127
"1928","Gaige",3862,104,0.94755421079173
"1929","Ares",1452,39,0.947686116700201
"1930","Orion",11843,318,0.947701669270619
"1931","Ainsley",331,12330,0.947713450754285
"1932","Bryce",103794,2781,0.947811400422238
"1933","Bennett",29351,785,0.947902840456597
"1934","Ray",201055,5365,0.948018602848561
"1935","Sunday",53,1987,0.948039215686274
"1936","Taraji",50,1879,0.948159668221877
"1937","Joelle",327,12304,0.948222626870398
"1938","Daneil",1206,32,0.948303715670436
"1939","Braelynn",81,3057,0.948374760994264
"1940","Konner",4266,113,0.948390043388902
"1941","Carley",410,15568,0.948679434222055
"1942","Taryn",637,24230,0.948767442795673
"1943","Anderson",22256,584,0.948861646234676
"1944","Jayleen",192,7327,0.948929378906769
"1945","Denny",15075,395,0.948933419521655
"1946","Elva",816,31200,0.949025487256372
"1947","Connie",6952,266103,0.949079855706726
"1948","Triston",10494,274,0.949108469539376
"1949","Bodhi",2339,61,0.949166666666667
"1950","Shirly",27,1036,0.949200376293509
"1951","Jailynn",44,1689,0.949221004039238
"1952","Shelly",2190,84088,0.949233871902455
"1953","Brannon",4458,116,0.94927853082641
"1954","Adriene",61,2345,0.949293433083957
"1955","Gibson",3623,94,0.949421576540221
"1956","Winifred",1106,42783,0.949600127594614
"1957","Turner",7579,195,0.949832775919732
"1958","Elin",85,3318,0.950044078754041
"1959","Jordynn",85,3318,0.950044078754041
"1960","Rondell",2618,67,0.950093109869646
"1961","Tyre",1959,50,0.950223992035839
"1962","Charli",119,4666,0.950261233019854
"1963","Yves",1022,26,0.950381679389313
"1964","Chance",42280,1074,0.950454398671403
"1965","Lawson",9740,247,0.950535696405327
"1966","Pearl",3919,154587,0.950550767794279
"1967","Deion",4859,123,0.950622240064231
"1968","Kenyon",7392,187,0.950653120464441
"1969","Archie",49803,1259,0.95068739963182
"1970","Joe",449464,11321,0.950862115737275
"1971","Ellie",1112,44237,0.950958124765706
"1972","Greyson",17313,435,0.950980392156863
"1973","Dilan",3066,77,0.951002227171492
"1974","Keziah",62,2469,0.951007506914263
"1975","Aidan",102126,2559,0.951110474279983
"1976","Jaziel",1397,35,0.951117318435754
"1977","Jaydon",7789,195,0.951152304609219
"1978","Eddy",12786,320,0.951167404242332
"1979","Maryan",33,1321,0.951255539143279
"1980","Gaby",26,1041,0.951265229615745
"1981","Mickel",1883,47,0.951295336787565
"1982","Domonic",2685,67,0.951308139534884
"1983","Rashaan",1123,28,0.951346655082537
"1984","Donta",3656,91,0.951427808913798
"1985","Kinley",278,11198,0.951551063088184
"1986","Dennise",83,3347,0.951603498542274
"1987","Earle",11503,285,0.951645741431965
"1988","Darryn",1580,39,0.951822112415071
"1989","Laron",4822,119,0.951831613033799
"1990","Braiden",6192,152,0.952080706179067
"1991","Elmo",10078,247,0.952154963680387
"1992","Newell",3225,79,0.952179176755448
"1993","Delta",84,3430,0.952191235059761
"1994","Celestine",232,9486,0.952253550113192
"1995","Patric",2993,73,0.952380952380952
"1996","Nautica",50,2056,0.952516619183286
"1997","Jermaine",39777,967,0.952532888278029
"1998","Lemon",1070,26,0.952554744525547
"1999","Len",4407,107,0.952591936198494
"2000","Jd",1238,30,0.952681388012618
"2001","Keshaun",2106,51,0.952712100139082
"2002","Dustyn",2480,60,0.952755905511811
"2003","Shelley",1752,72445,0.952774370931439
"2004","Vickey",140,5805,0.952901597981497
"2005","Zayne",4632,111,0.953194180898166
"2006","Wynter",79,3306,0.953323485967504
"2007","Kaydence",294,12345,0.95347733206741
"2008","Teague",1346,32,0.95355587808418
"2009","Chazz",1222,29,0.953637090327738
"2010","Jenson",1141,27,0.953767123287671
"2011","Katlin",126,5331,0.953820780648708
"2012","Irby",1104,26,0.953982300884956
"2013","Ardith",131,5581,0.954131652661064
"2014","Charlee",185,7916,0.954326626342427
"2015","Kendyl",98,4196,0.954354913833256
"2016","Jareth",1372,32,0.954415954415955
"2017","Brice",14478,335,0.954769459258759
"2018","Reed",27116,627,0.954799408859893
"2019","Jennings",4066,94,0.954807692307692
"2020","Porter",13419,310,0.954840119455168
"2021","Ryan",900310,20771,0.954898646264552
"2022","Tanner",85991,1981,0.954962942754513
"2023","Yancey",1476,34,0.954966887417219
"2024","Donzell",1000,23,0.955034213098729
"2025","Jakobi",1264,29,0.955143078112916
"2026","Tesla",42,1835,0.955247735748535
"2027","Elwyn",3104,71,0.955275590551181
"2028","Averie",143,6256,0.955305516486951
"2029","Dashon",1456,33,0.955674949630624
"2030","Nikki",890,39277,0.955685015062116
"2031","Faron",2297,52,0.955725840783312
"2032","Eryn",146,6459,0.955791067373202
"2033","Elma",483,21379,0.955813740737353
"2034","Prentiss",2660,60,0.955882352941176
"2035","Chase",144788,3265,0.95589417303263
"2036","Shain",1161,26,0.956192080876158
"2037","Gavyn",4421,99,0.956194690265487
"2038","Londyn",246,10990,0.956212175151299
"2039","Laquinta",27,1209,0.956310679611651
"2040","Acie",2017,45,0.95635305528613
"2041","Davian",4493,100,0.956455475723928
"2042","Arron",7781,173,0.956499874277093
"2043","Daron",7204,160,0.9565453557849
"2044","Patrice",754,33949,0.956545543612944
"2045","Jamaica",32,1442,0.956580732700136
"2046","Kia",164,7457,0.956961028736386
"2047","Sharron",370,16843,0.957009237204439
"2048","Ciaran",1369,30,0.95711222301644
"2049","Gwynne",30,1373,0.957234497505346
"2050","Bennet",1337,29,0.957540263543192
"2051","Keona",65,2997,0.95754408883083
"2052","Camille",1340,61889,0.957614385803982
"2053","Lakyn",37,1709,0.957617411225659
"2054","Madison",7470,346477,0.957790290636734
"2055","Doran",2563,55,0.957983193277311
"2056","Taurean",2097,45,0.957983193277311
"2057","Brennen",8299,178,0.958004010852896
"2058","Lyndon",8486,182,0.958006460544532
"2059","Kentrell",3097,66,0.958267467594056
"2060","Reid",27853,593,0.95830696758771
"2061","Gabriel",307185,6536,0.958332403632527
"2062","Treasure",107,5038,0.958406219630709
"2063","Cannon",5663,120,0.958499048936538
"2064","Ola",624,29486,0.958551976087679
"2065","Odis",8088,171,0.958590628405376
"2066","Tavon",3691,78,0.95860971079862
"2067","Mallory",1094,51801,0.958635031666509
"2068","Ryder",30447,642,0.958699218373058
"2069","Dorie",36,1713,0.958833619210978
"2070","Quran",1618,34,0.958837772397094
"2071","Nyle",1478,31,0.958913187541418
"2072","Robby",10307,216,0.958947068326523
"2073","Marquis",22649,474,0.959001859620291
"2074","Andrae",1960,41,0.959020489755122
"2075","Aggie",30,1435,0.959044368600683
"2076","Rudy",47012,980,0.959159859976663
"2077","Lea",620,29778,0.959207842621225
"2078","Brandy",2205,105914,0.95921160943035
"2079","Odalis",51,2450,0.95921631347461
"2080","Echo",75,3605,0.959239130434783
"2081","Brett",156399,3245,0.959347047179975
"2082","Keenan",15870,329,0.959380208654855
"2083","Kasen",4556,94,0.959569892473118
"2084","Manning",1555,32,0.959672337744171
"2085","Tari",46,2239,0.959737417943107
"2086","Azaria",87,4235,0.959740860712633
"2087","Cooper",66172,1355,0.959867904689976
"2088","Kip",7526,154,0.959895833333333
"2089","Macy",553,27085,0.95998263260728
"2090","Davion",10584,216,0.96
"2091","Kannon",1962,40,0.96003996003996
"2092","Coral",191,9375,0.960066903616977
"2093","Konnor",3978,81,0.960088691796009
"2094","Virgil",70931,1444,0.960096718480138
"2095","Hampton",3743,76,0.960199004975124
"2096","Aron",17526,355,0.960293048487221
"2097","Forrest",46707,946,0.960296308731874
"2098","Keon",7507,152,0.960308134221178
"2099","Jacee",28,1383,0.960311835577605
"2100","Keyon",4996,101,0.960368844418285
"2101","Lossie",24,1188,0.96039603960396
"2102","Aria",473,23438,0.960436619129271
"2103","Jovani",5402,109,0.960442750861912
"2104","Simone",482,23921,0.960496660246691
"2105","Jc",1600,32,0.96078431372549
"2106","Kenna",180,9016,0.960852544584602
"2107","Loraine",340,17063,0.960926277078665
"2108","Angeles",59,2963,0.960953011250827
"2109","Hudson",36212,721,0.960956326320635
"2110","Najah",33,1659,0.960992907801419
"2111","Leslee",96,4828,0.961007311129163
"2112","Jevon",4580,91,0.96103618068936
"2113","Ula",31,1567,0.961201501877347
"2114","Alek",3445,68,0.961286649587247
"2115","Christy",1932,97947,0.96131318895864
"2116","Wells",1472,29,0.961359093937375
"2117","Brady",81780,1611,0.961362736986006
"2118","Maurice",132857,2611,0.961452151061505
"2119","Bert",33463,657,0.961488862837046
"2120","Capri",52,2654,0.961566888396157
"2121","Smith",3996,78,0.961708394698085
"2122","Christie",883,45690,0.962081034075537
"2123","Alba",108,5594,0.96211855489302
"2124","Kelsie",345,18031,0.962451023073574
"2125","Robyn",1166,61028,0.96250442164839
"2126","Cristian",57834,1102,0.962603502103977
"2127","Julien",9033,172,0.962629005975014
"2128","Kanye",1261,24,0.962645914396887
"2129","Ayman",1474,28,0.96271637816245
"2130","Jaymes",2111,40,0.9628079962808
"2131","Milagro",26,1375,0.962883654532477
"2132","Oma",181,9579,0.962909836065574
"2133","Jadon",8929,168,0.963064746619765
"2134","Kaden",52622,990,0.963067969857495
"2135","Farah",85,4523,0.963107638888889
"2136","Bernice",3402,181559,0.963213866707036
"2137","Monty",14641,274,0.96325846463292
"2138","Miracle",240,12825,0.963260619977038
"2139","Kelle",43,2302,0.963326226012793
"2140","Andre",117532,2191,0.963398845668752
"2141","Shane",184504,3438,0.963414244820211
"2142","Mariel",111,5957,0.963414634146341
"2143","Ashley",15538,834720,0.96345109366804
"2144","Braeden",12358,230,0.963457260883381
"2145","Israel",54663,1017,0.963469827586207
"2146","Joy",2451,131759,0.963475150882945
"2147","Daren",10461,194,0.963585171281089
"2148","Kalee",68,3669,0.963607171527964
"2149","Oliva",32,1732,0.963718820861678
"2150","Edie",80,4331,0.96372704602131
"2151","Percy",31219,576,0.96376788803271
"2152","Blaire",54,2935,0.963867514218802
"2153","Jasper",34212,628,0.963949483352468
"2154","Houston",14249,261,0.964024810475534
"2155","Amara",164,9003,0.964219482927894
"2156","Cornelius",35254,642,0.964229997771339
"2157","Tyrese",8135,148,0.964264155499215
"2158","Denzil",3739,68,0.964276333070659
"2159","Rana",72,3962,0.964303420922162
"2160","Raphael",17509,318,0.964323778538172
"2161","Jerri",279,15395,0.964399642720429
"2162","Joni",506,27969,0.964460052677788
"2163","Bailee",216,11972,0.964555300295372
"2164","Karma",100,5545,0.964570416297609
"2165","Kyle",471464,8486,0.964637983123242
"2166","Braxton",35465,633,0.96492880491994
"2167","Dixie",752,42178,0.964966224085721
"2168","Makia",23,1292,0.965019011406844
"2169","Brinley",88,4953,0.965086292402301
"2170","Kassidy",291,16387,0.965103729463965
"2171","Preslee",35,1973,0.965139442231076
"2172","Hazle",43,2425,0.96515397082658
"2173","Korbin",5718,101,0.965286131637738
"2174","Cortland",1818,32,0.965405405405405
"2175","Cody",278421,4893,0.965458819542981
"2176","Jayse",1309,23,0.965465465465466
"2177","Chaz",9107,160,0.96546886802633
"2178","Calder",1139,20,0.96548748921484
"2179","Kobe",14305,251,0.96551250343501
"2180","Jashawn",1938,34,0.96551724137931
"2181","Kavon",2353,41,0.965747702589808
"2182","Burley",2297,40,0.965768078733419
"2183","Brandan",5514,96,0.965775401069519
"2184","Jess",24788,430,0.965897374890951
"2185","Lochlan",1213,21,0.965964343598055
"2186","Deandre",26155,452,0.966023978652234
"2187","Detrick",1447,25,0.966032608695652
"2188","Caeden",1683,29,0.966121495327103
"2189","Ronin",3078,53,0.966145001596934
"2190","Ariya",30,1744,0.966178128523112
"2191","Terrie",338,19705,0.966272514094696
"2192","Bryden",1341,23,0.966275659824047
"2193","Jeremie",4082,70,0.966281310211946
"2194","Easton",28992,497,0.966292515853369
"2195","Pierson",1984,34,0.966303270564916
"2196","Loring",1284,22,0.966309341500766
"2197","Dean",167909,2870,0.966389310161085
"2198","Ronni",55,3226,0.966473636086559
"2199","Dakarai",1059,18,0.966573816155989
"2200","Asher",32431,550,0.966647463691216
"2201","Corbin",29373,498,0.966656623480968
"2202","Lyle",56867,964,0.966661479137487
"2203","Makena",84,4958,0.966679888932963
"2204","Jamere",1301,22,0.966742252456538
"2205","June",3182,188422,0.966785662094737
"2206","Franky",2676,45,0.966923925027563
"2207","Dot",22,1309,0.966942148760331
"2208","Vada",162,9643,0.966955634880163
"2209","Julian",178374,2989,0.967038480836775
"2210","Jeri",376,22508,0.967138612130746
"2211","Brynn",319,19187,0.967292115246591
"2212","Jaedon",1987,33,0.967326732673267
"2213","Ardath",22,1326,0.967359050445104
"2214","Lauri",183,11032,0.9673651359786
"2215","Addie",718,43287,0.96736734461993
"2216","Valery",92,5566,0.967479674796748
"2217","Isabel",1812,110718,0.967795254598774
"2218","Carlyn",67,4101,0.967850287907869
"2219","Kainoa",1655,27,0.967895362663496
"2220","Ryleigh",285,17553,0.968045745038681
"2221","Kekoa",1355,22,0.968046477850399
"2222","Nevin",5799,94,0.968097743085016
"2223","Florian",3397,55,0.968134414831981
"2224","Finn",11930,193,0.968159696444774
"2225","Selah",91,5638,0.968231803106999
"2226","Tommy",174734,2820,0.968235015826171
"2227","Ty",42938,691,0.968323821311513
"2228","Rileigh",50,3109,0.968344412788857
"2229","Chanse",996,16,0.968379446640316
"2230","Dewey",34084,547,0.968409806242962
"2231","Jaylee",87,5467,0.968671227943824
"2232","Willis",51666,822,0.968678555098308
"2233","Cielo",39,2453,0.968699839486356
"2234","Thuy",17,1071,0.96875
"2235","Conner",48335,767,0.968758910024032
"2236","Kamar",1200,19,0.968826907301066
"2237","Devion",1643,26,0.968843618933493
"2238","Sylvan",3048,48,0.968992248062015
"2239","Cayson",1969,31,0.969
"2240","Kendyll",19,1213,0.969155844155844
"2241","Evan",245902,3851,0.969161531593214
"2242","Addy",16,1022,0.969171483622351
"2243","Diante",1279,20,0.969207082371055
"2244","Dawson",29977,467,0.969320720010511
"2245","Abbie",325,20872,0.969335283294806
"2246","Otis",56978,887,0.969342434977966
"2247","Amir",22696,353,0.96936960388737
"2248","Star",110,7077,0.969389174899123
"2249","Beau",28324,438,0.969543147208122
"2250","Keondra",17,1102,0.969615728328865
"2251","Keven",8431,130,0.969629716154655
